"Name","Acronym","City","AlterCity","District","State","Catagory","Federation","Website","Country","Contact","Logo",
"Centre for Artifcial Intelligence & Robotics","CAIR","Bengaluru","Bangalore","Bengaluru","Karnataka","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/CAIR/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Centre for Fire Explosives & Environment Safety","CFEES","Delhi","New delhi","New delhi","New delhi","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/CFEES/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Centre for High Energy Systems and Sciences","CHESS","Hyderabad","#","Hyderabad","Telangana","DRDO_Laboratory","DRDO",,"India",,,
"Combat Vehicles Research & Development Establishment","CVRDE","Chennai","Madras","Chennai","Tamil nadu","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/CVRDE/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","CVRDE.jpg",
"Defence Avionics Research Establishment","DARE","Bengaluru","Bangalore","Bengaluru","Karnataka","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/DARE/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Defence Bio-engineering & Electro-medical Laboratory","DEBEL","Bengaluru","Bangalore","Bengaluru","Karnataka","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/DEBEL/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","DEBEL.png",
"Defence Electronics Applications Laboratory","DEAL","Dehradun","#","Dehradun","Uttarakhand","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/DEAL/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Defence Food Research Laboratory","DFRL","Mysuru","Mysore","Mysuru","Karnataka","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/DFRL/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Defence Institute of Bio-Energy Research","DIBER","Haldwani","#","Nainital","Uttarakhand","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/DIBER/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Defence Institute of High Altitude Research","DIHAR","Leh","#","Leh","Jammu and kashmir","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/DIHAR/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Defence Institute of Physiology & Allied Sciences","DIPAS","Delhi","New delhi","New delhi","New delhi","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/DIPAS/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","DIPAS.jpg",
"Defence Institute of Psychological Research","DIPR","Delhi","New delhi","New delhi","New delhi","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/DIPR/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","DIPR.jpg",
"Psychological Research Defence Laboratory","DL","Jodhpur","#","Jodhpur","Rajasthan","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/DLJ/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Defence Electronics Research Laboratory","DLRL","Hyderabad","#","Hyderabad","Telangana","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/DLRL/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","DLRL.jpg",
"Defence Materials & Stores Research & Development Establishment","DMSRDE","Kanpur","#","Kanpur nagar","Uttar pradesh","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/DMSRDE/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","DMSRDE.jpg",
"Defence Metallurgical Research Laboratory","DMRL","Hyderabad","#","Hyderabad","Telangana","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/DMRL/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","DMRL.jpg",
"Defence Research & Development Establishment","DRDE","Gwalior","#","Gwalior","Madhya pradesh","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/DRDE/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Defence Research & Development Laboratory","DRDL","Hyderabad","#","Hyderabad","Telangana","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/DRDL/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Defence Research Laboratory","DRL","Tezpur","#","Sonitpur","Assam","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/DRL/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Defence Terrain Research Laboratory","DTRL","Delhi","New delhi","New delhi","New delhi","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/DTRL/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","DTRL.jpg",
"Gas Turbine Research Establishment","GTRE","Bengaluru","Bangalore","Bengaluru","Karnataka","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/GTRE/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","GTRE.jpg","GTRE1.jpg"
"High Energy Materials Research Laboratory","HEMRL","Pune","#","Pune","Maharashtra","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/HEMRL/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Institute of Nuclear Medicines & Allied Sciences","INMAS","Delhi","New delhi","New delhi","New delhi","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/INMAS/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","INMAS.jpg",
"Instruments Research & Development Establishment","IRDE","Dehradun","#","Dehradun","Uttarakhand","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/IRDE/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Integrated Test Range","ITR","Balasore","#","Balasore","Odisha","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/ITR/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Joint Cipher Bureau","JCB","Delhi","New delhi","New delhi","New delhi","DRDO_Laboratory","DRDO",,"India",,,
"Laser Science & Technology Centre","LASTEC","Delhi","New delhi","New delhi","New delhi","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/LASTEC/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","LASTEC.jpg",
"Electronics & Radar Development Establishment","LRDE","Bengaluru","Bangalore","Bengaluru","Karnataka","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/LRDE/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Microwave Tube Research & Development Centre","MTRDC","Bengaluru","Bangalore","Bengaluru","Karnataka","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/MTRDC/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","MTRDC.jpg",
"Naval Materials Research Laboratory","NMRL","Ambernath","#","Thane","Maharashtra","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/NMRL/English/indexnew.jsp?pg=about-lab.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","NMRL.jpg",
"Naval Physical & Oceanographic Laboratory","NPOL","Kochi","Cochin","Ernakulam","Kerala","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/NPOL/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","NPOL.jpg",
"Naval Science & Technological Laboratory","NSTL","Visakhapatnam","#","Visakhapatnam","Telangana","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/NSTL/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Proof and Experimental Establishment","PXE","Balasore","#","Balasore","Odisha","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/PXE/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Research Centre Imarat","RCI","Hyderabad","#","Hyderabad","Telangana","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/RCI/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","RCI.jpg",
"Research & Development Establishment (Engrs)","R&DEE","Pune","#","Pune","Maharashtra","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/RDE(E)/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Scientifc Analysis Group","SAG","Delhi","New delhi","New delhi","New delhi","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/SAG/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Snow and Avalanche Study Establishment","SASE","Chandigarh","#","Chandigarh","Chandigarh","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/SASE/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp",,
"Solid State Physics Laboratory","SSPL","Delhi","New delhi","New delhi","New delhi","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/SSPL/English/indexnew.jsp?pg=about-lab.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","SSPL.png",
"Terminal Ballistics Research Laboratory","TBRL","Chandigarh","#","Chandigarh","Chandigarh","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/TBRL/English/indexnew.jsp?pg=areaofwork.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","TBRL.jpg",
"Vehicles Research & Development Establishment","VRDE","Ahmednagar","#","Ahmednagar","Maharashtra","DRDO_Laboratory","DRDO","https://www.drdo.gov.in/drdo/labs1/VRDE/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","VRDE.jpg",
"Centre for Personnel Talent Management","CEPTAM","Delhi","New delhi","New delhi","New delhi","Institute","DRDO","https://www.drdo.gov.in/drdo/ceptam/ceptamnoticeboard.html","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","CEPTAM.jpg",
"Institute of Technology Management","ITM","Mussoorie","#","Dehradun","Uttarakhand","Institute","DRDO","https://www.drdo.gov.in/drdo/labs1/ITM/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","ITM.png",
"Recruitment and Assessment Centre","RAC","Delhi","New delhi","New delhi","New delhi","Institute","DRDO","https://rac.gov.in/index.php?lang=en&id=0","India","https://rac.gov.in/content.php?lang=en&id=18","RAC.jpg",
"Advanced Centre for Energetic Materials","ACEM","Nashik","#","Nashik","Maharashtra","Institute","DRDO","http://www.deccanherald.com/content/172471/drdos-advanced-centre-energetic-materials.html","India","http://www.deccanherald.com/content/184766/contact-us.html",,
"Centre for Advanced Systems","CAS","Hyderabad","#","Hyderabad","Telangana","Institute","DRDO","http://www.indiastudychannel.com/jobs/373904-DRDO-Centre-for-Advanced-Systems-CAS-Hyderabad-vacancies-Fellowship-JRF.aspx","India","http://www.indiastudychannel.com/general/ContactUs.aspx",,
"Centre for Military Air-worthiness & Certifcation","CEMILAC","Bengaluru","Bangalore","Bengaluru","Karnataka","Institute","DRDO","https://www.drdo.gov.in/drdo/labs1/CEMILAC/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","CEMILAC.jpg",
"Defence Scientifc Information & Documentation Centre","DESIDOC","Delhi","New delhi","New delhi","New delhi","Institute","DRDO","https://www.drdo.gov.in/drdo/labs1/DESIDOC/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","DESIDOC.jpg",
"DRDO Integration Centre","DIC","Panagarh","#","Bardhaman","West bengal","Institute","DRDO","http://www.integration.ie/","India","http://www.integration.ie/website/omi/omiwebv6.nsf/page/contactus-en","DIC.jpg",
"Institute for Systems Studies & Analyses","ISSA","Delhi","New delhi","New delhi","New delhi","Institute","DRDO","https://www.drdo.gov.in/drdo/labs1/ISSA/English/indexnew.jsp?pg=homepage.jsp","India","https://www.drdo.gov.in/drdo/English/index.jsp?pg=contact.jsp","ISSA.jpg",
"Mobile Systems Complex","MSC","Pune","#","Pune","Maharashtra","Institute","DRDO","http://www.tuugo.in/Companies/mobile-systems-complex/0150008084432#!","India","http://www.tuugo.in/ContactUs","MSC.jpg",
"SF Complex","SFC","Jagdalpur","#","Bastar","Chattisgarh","Institute","DRDO","http://corruptionindrdo.com/","India","http://corruptionindrdo.com/test/","SFC.png",
"DRDO Bhartihar University","DRDO-BU","Coimbatore","#","Coimbatore","Tamil nadu","Centre of Excellance","DRDO","http://drdo.b-u.ac.in/","India","http://drdo.b-u.ac.in/contact-us.html","DRDO-BU.jpg",
"Advanced Centre for Research in High Energy Materials","ACRHEM","Hyderabad","#","Hyderabad","Telangana","Centre of Excellance","DRDO","http://www.acrhem.org/","India","http://www.acrhem.org/","ACRHEM.jpg",
"Centre of Excellence in Cryptology","#","Kolkata","Calcutta","Kolkata","West bengal","Centre of Excellance","DRDO","http://www.isical.ac.in/~coec/workshop/hash2011.html","India","http://www.isical.ac.in/~coec/workshop/hash2011.html","Centre of Excellence in Cryptology.png",
"Centre of Millimeter Wave Semiconductor Devices and Systems","#","Kolkata","Calcutta","Kolkata","West bengal","Centre of Excellance","DRDO","http://www.caluniv.ac.in/index.html","India","http://www.caluniv.ac.in/CUSU/su.html","Centre of Millimeter Wave Semiconductor Devices and Systems.png",
"Advanced Centre for Excellence on Composite Materials","ACECM","Bengaluru","Bangalore","Bengaluru","Karnataka","Centre of Excellance","DRDO","http://www.cacm.auckland.ac.nz/en/cacm.html","India","http://www.cacm.auckland.ac.nz/en/cacm/cacm-about-us/cacm-contact-us.html","ACECM.png",
"Research and Innovation Centre","RIC","Chennai","Madras","Chennai","Tamil nadu","Centre of Excellance","DRDO","http://www.thehindu.com/news/national/DRDO-to-set-up-research-and-innovation-centre-at-IIT-Madras-says-V.K.-Saraswat/article15506283.ece","India","http://www.thehindu.com/contacts/","RIC.png",
"Centre of Propulsion Technology","CoPT","Mumbai","Bombay","Mumbai","Maharashtra","Centre of Excellance","DRDO","https://www.indiannavy.nic.in/content/centre-propulsion-technologys-foundation-stone-laying-ceremony-held-iitbombay","India","https://www.indiannavy.nic.in/content/contact-us","CoPT.png",
"Jagdish Chandra Bose Centre for Advanced Technology","JCBCAT","Jadavpur","#","Kolkata","West bengal","Centre of Excellance","DRDO","http://skilloutlook.com/top-news/jc-bose-centre-advanced-technology-jadavpur-university-inaugurated","India","http://skilloutlook.com/contact","JCBCAT.png",
"Joint Advanced Technology Centre","JATC","Delhi","New delhi","New delhi","New delhi","Centre of Excellance","DRDO","https://www.aviation-defence-universe.com/drdo-iit-delhi-set-joint-advanced-technology-centre/","India","https://www.aviation-defence-universe.com/contact/","JATC.jpg",
"Centre of Excellence in Systems Design and Engineering","#","Mumbai","Bombay","Mumbai","Maharashtra","Centre of Excellance","DRDO","https://www.ipfw.edu/centers/systems/","India","https://www.ipfw.edu/offices/marketing/depts/website-modernization/contact.html","Centre of Excellence in Systems Design and Engineering.png",
"National Institute of Technology","MNNIT","Allahabad","#","Allahabad","Uttar pradesh","Institute","NIT","http://www.mnnit.ac.in/","India","http://www.mnnit.ac.in/index.php/contact-us","MNNIT.jpg",
"National Institute of Technology","MANIT","Bhopal","#","Bhopal","Madhya pradesh","Institute","NIT","http://www.manit.ac.in/","India","http://www.manit.ac.in/content/contact-us","MANIT.jpg",
"National Institute of Technology","NITC","Kozhikode","Calicut","Kozhikode","Kerala","Institute","NIT","http://www.nitc.ac.in/","India","http://www.nitc.ac.in/index.php/index.php/?url=content/index/3696/2/4024/4024","NITC.png",
"National Institute of Technology","NITH","Hamirpur","#","Hamirpur","Himachal pradesh","Institute","NIT","http://nith.ac.in/nith/","India","http://nith.ac.in/nith/","NITH.jpg",
"National Institute of Technology","MNIT","Jaipur","#","Jaipur","Rajasthan","Institute","NIT","http://www.mnit.ac.in/","India","http://www.mnit.ac.in/contact_us/feedback.php","MNIT.jpg",
